epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,408.462,0.41751,0.25757,0.8845,0.99568,1,0.995,0.95687,0.32832,0.16936,0.8409,0.000169908,0.000169908,0.000169908
91,414.724,0.35825,0.21916,0.83268,0.99416,1,0.995,0.95621,0.32021,0.16566,0.83758,0.000155761,0.000155761,0.000155761
92,418.998,0.36436,0.22926,0.86524,0.99407,1,0.995,0.9555,0.31937,0.16701,0.83724,0.000141614,0.000141614,0.000141614
93,423.359,0.33182,0.20015,0.8113,0.99348,1,0.995,0.94963,0.31764,0.16366,0.83624,0.000127467,0.000127467,0.000127467
94,427.707,0.34988,0.20225,0.85324,0.99313,1,0.995,0.95703,0.32806,0.16073,0.83731,0.00011332,0.00011332,0.00011332
95,431.987,0.35857,0.21374,0.82964,0.99286,1,0.995,0.95414,0.33692,0.15761,0.83835,9.91726e-05,9.91726e-05,9.91726e-05
96,436.364,0.36017,0.21065,0.84412,0.99256,1,0.995,0.95144,0.34492,0.16669,0.8393,8.50255e-05,8.50255e-05,8.50255e-05
97,440.688,0.34288,0.20061,0.82465,0.99412,1,0.995,0.94469,0.34402,0.16697,0.83968,7.08784e-05,7.08784e-05,7.08784e-05
98,445.015,0.33814,0.19762,0.83028,0.9943,1,0.995,0.95837,0.33211,0.15806,0.83854,5.67313e-05,5.67313e-05,5.67313e-05
99,450.543,0.31207,0.18357,0.82692,0.99466,1,0.995,0.95575,0.32917,0.16456,0.83854,4.25842e-05,4.25842e-05,4.25842e-05
100,455.008,0.32004,0.18716,0.82982,0.99485,1,0.995,0.95428,0.32901,0.15865,0.8384,2.84371e-05,2.84371e-05,2.84371e-05
